nxHelBake1.g12290.t1	
nxHelBake1.g12925.t1	GO:0005509,GO:0007156,GO:0016020
nxHelBake1.g8792.t1	GO:0003824,GO:0005507
nxHelBake1.g12045.t1	GO:0003723,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g12331.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g9514.t1	GO:0005761,GO:0006412,GO:0003735
nxHelBake1.g6540.t1	
nxHelBake1.g12760.t1	
nxHelBake1.g7001.t2	GO:0005525,GO:0003924,GO:0007017,GO:0005874,GO:0005200
nxHelBake1.g5714.t2	GO:0008107,GO:0016020,GO:0006508,GO:0005975,GO:0004222,GO:0008237
nxHelBake1.g11544.t1	
nxHelBake1.g13744.t1	
nxHelBake1.g6440.t1	GO:0055085
nxHelBake1.g6279.t1	GO:0003755
nxHelBake1.g536.t1	
nxHelBake1.g17040.t1	GO:0030176,GO:0097573,GO:0006886
nxHelBake1.g5815.t1	GO:0005509
nxHelBake1.g14674.t1	
nxHelBake1.g10254.t1	GO:0042302
nxHelBake1.g17242.t1	GO:0004970,GO:0016020,GO:0006811,GO:0005216,GO:0038023,GO:0015276
nxHelBake1.g6227.t2	
nxHelBake1.g1773.t1	
nxHelBake1.g10625.t1	
nxHelBake1.g11055.t1	GO:0055085,GO:0005524,GO:0140359,GO:0016021
nxHelBake1.g16372.t1	
nxHelBake1.g15094.t1	GO:0016746,GO:0008374
nxHelBake1.g13079.t2	
nxHelBake1.g128.t1	
nxHelBake1.g3017.t1	GO:0007606,GO:0016020,GO:0004888
nxHelBake1.g11460.t1	
nxHelBake1.g14145.t1	
nxHelBake1.g14384.t1	
nxHelBake1.g16829.t2	GO:0016021
nxHelBake1.g9536.t1	
nxHelBake1.g4343.t1	
nxHelBake1.g15749.t1	
nxHelBake1.g13655.t1	
nxHelBake1.g4239.t1	GO:0061138
nxHelBake1.g2559.t1	
nxHelBake1.g2841.t2	
nxHelBake1.g11379.t1	GO:0003824,GO:0016020,GO:0006518,GO:0005515
nxHelBake1.g7673.t1	
nxHelBake1.g11226.t1	
nxHelBake1.g7641.t1	
nxHelBake1.g9098.t2	
nxHelBake1.g4069.t1	GO:0060271,GO:0034464
nxHelBake1.g7845.t1	
nxHelBake1.g3209.t1	GO:0006470,GO:0004725
nxHelBake1.g16839.t1	
nxHelBake1.g6380.t1	
nxHelBake1.g3411.t1	GO:0019825,GO:0020037
nxHelBake1.g17548.t1	GO:0055085,GO:0022857
nxHelBake1.g2099.t1	
nxHelBake1.g7148.t1	GO:0008641,GO:0005737
nxHelBake1.g5217.t1	
nxHelBake1.g5627.t1	
nxHelBake1.g4066.t1	
nxHelBake1.g4907.t1	
nxHelBake1.g18528.t1	
nxHelBake1.g12030.t1	
nxHelBake1.g8029.t1	GO:0007165
nxHelBake1.g4995.t1	GO:0009986
nxHelBake1.g11143.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g9759.t1	GO:0005544
nxHelBake1.g1391.t1	GO:0016020,GO:0016757
nxHelBake1.g9988.t1	GO:0004555,GO:0005975,GO:0005991,GO:0008289
nxHelBake1.g11897.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g5470.t1	GO:0005615,GO:0004867
nxHelBake1.g8430.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g5973.t1	GO:0055085,GO:0015299,GO:0006812,GO:0016021
nxHelBake1.g11814.t2	GO:0035091
nxHelBake1.g15856.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g18256.t1	
nxHelBake1.g10340.t1	
nxHelBake1.g17908.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5148.t1	
nxHelBake1.g16561.t1	
nxHelBake1.g5149.t1	
nxHelBake1.g5150.t1	
nxHelBake1.g11079.t1	
nxHelBake1.g11006.t1	
nxHelBake1.g12776.t1	GO:0008270
nxHelBake1.g404.t1	GO:0016055,GO:0005515,GO:0035556
nxHelBake1.g817.t2	
nxHelBake1.g18182.t1	
nxHelBake1.g18127.t2	GO:0004656,GO:0031418,GO:0016705,GO:0005515,GO:0005506,GO:0005783
nxHelBake1.g798.t1	
nxHelBake1.g16586.t2	GO:0055085,GO:0016020,GO:0006811,GO:0005515,GO:0070588,GO:0005216,GO:0005262
nxHelBake1.g830.t1	GO:0046872,GO:0003729
nxHelBake1.g908.t1	
nxHelBake1.g14524.t1	
nxHelBake1.g2272.t1	
nxHelBake1.g16943.t1	
nxHelBake1.g12828.t2	
nxHelBake1.g13917.t1	
nxHelBake1.g1150.t1	
nxHelBake1.g3403.t1	GO:0006508,GO:0004252
nxHelBake1.g12646.t1	GO:0005525,GO:0003924
nxHelBake1.g6654.t2	GO:0006434,GO:0004828,GO:0005524,GO:0006418,GO:0004812,GO:0000166
nxHelBake1.g17948.t1	GO:0006888,GO:0005801,GO:0016021,GO:0000139,GOLGI SNAP RECEPTOR COMPLEX MEMBER 1,GOS-28 SNARE- RELATED
nxHelBake1.g3243.t1	GO:0006508,GO:0004252
nxHelBake1.g18169.t1	GO:0008476,GO:0006478
nxHelBake1.g18415.t1	
nxHelBake1.g1571.t3	
nxHelBake1.g16838.t1	
nxHelBake1.g1400.t1	
nxHelBake1.g17465.t1	
nxHelBake1.g1735.t1	
nxHelBake1.g5000.t1	GO:0003723,GO:0033897
nxHelBake1.g19090.t1	
nxHelBake1.g8642.t2	GO:0006508,GO:0008270,GO:0008237
nxHelBake1.g5648.t1	GO:0005515,GO:0006886
nxHelBake1.g5947.t1	GO:0006508,GO:0004190
nxHelBake1.g3898.t1	GO:0016192
nxHelBake1.g15275.t1	GO:0000062
nxHelBake1.g4336.t1	GO:0055085,GO:0016020,GO:0008076,GO:0006811,GO:0005216,GO:0051260,GO:0006813,GO:0005249
nxHelBake1.g4610.t1	
nxHelBake1.g15288.t1	
nxHelBake1.g17087.t1	GO:0006413,GO:0003743
nxHelBake1.g15811.t1	
nxHelBake1.g17089.t4	GO:0006816,GO:0016887,GO:0016021,GO:0005524,GO:0005388,GO:0005215,GO:0000166
nxHelBake1.g13016.t1	GO:0005515
nxHelBake1.g8621.t1	GO:0046872,GO:0017183
nxHelBake1.g4245.t2	GO:0003824,GO:0005524
nxHelBake1.g5780.t1	
nxHelBake1.g2240.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g522.t1	
nxHelBake1.g10777.t8	GO:0006508,GO:0008234
nxHelBake1.g8325.t1	GO:0006357
nxHelBake1.g2261.t1	
nxHelBake1.g618.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g4877.t1	GO:0008654,GO:0016780,GO:0016020
nxHelBake1.g4567.t8	GO:0005524,GO:0008349,GO:0004672,GO:0006468
nxHelBake1.g16167.t1	
nxHelBake1.g5271.t1	
nxHelBake1.g11240.t4	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g8142.t2	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g16761.t2	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g8692.t1	
nxHelBake1.g13881.t1	GO:0005515
nxHelBake1.g14662.t1	
nxHelBake1.g16981.t1	
nxHelBake1.g9363.t2	GO:0003824,GO:0016830,GO:0030170,GO:0019752
nxHelBake1.g3340.t1	GO:0046983
nxHelBake1.g14315.t1	
nxHelBake1.g14843.t2	
nxHelBake1.g11766.t1	
nxHelBake1.g6122.t1	GO:0005680
nxHelBake1.g16776.t1	
nxHelBake1.g5506.t1	GO:0005515,GO:0005543
nxHelBake1.g9287.t1	GO:0005515
nxHelBake1.g6719.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g9055.t1	
nxHelBake1.g9729.t1	
nxHelBake1.g11974.t1	
nxHelBake1.g8043.t3	
nxHelBake1.g305.t1	
nxHelBake1.g8545.t2	GO:0005643
nxHelBake1.g1401.t1	
nxHelBake1.g3252.t2	
nxHelBake1.g14803.t1	GO:0005874,GO:0071929,GO:0019799
nxHelBake1.g15580.t1	GO:0019843,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g8260.t1	GO:0006614,GO:0016021
nxHelBake1.g6397.t1	
nxHelBake1.g17290.t1	GO:0003677,GO:0003676,GO:0032968,GO:0006139
nxHelBake1.g18420.t1	GO:0006470,GO:0004725
nxHelBake1.g16443.t2	
nxHelBake1.g12584.t1	
nxHelBake1.g4874.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g17516.t1	GO:0005763
nxHelBake1.g15726.t1	
nxHelBake1.g6288.t1	GO:0015935,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g17099.t1	GO:0005515
nxHelBake1.g9382.t1	GO:0003723,GO:0003676
nxHelBake1.g14773.t1	
nxHelBake1.g16355.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g11771.t1	GO:0004482,GO:0006370
nxHelBake1.g11021.t1	
nxHelBake1.g9496.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g6096.t1	
nxHelBake1.g15662.t1	
nxHelBake1.g5077.t1	GO:0047617,GO:0006637
nxHelBake1.g13135.t3	GO:0016021,GO:0046914,GO:0008201
nxHelBake1.g7454.t1	GO:0060090,GO:0006915,GO:0005515,GO:0042127,GO:0035329
nxHelBake1.g17891.t1	GO:0046872
nxHelBake1.g15672.t1	
nxHelBake1.g18698.t1	GO:0055085,GO:0016020,GO:0006811,GO:0005515,GO:0070588,GO:0005216,GO:0005262
nxHelBake1.g13878.t1	GO:0005975,GO:0042132,GO:0016791
nxHelBake1.g2490.t1	GO:0005515
nxHelBake1.g19024.t1	
nxHelBake1.g8468.t1	
nxHelBake1.g16872.t1	GO:0005634,GO:0005737
nxHelBake1.g10989.t1	
nxHelBake1.g15889.t2	
nxHelBake1.g11233.t1	GO:0006814,GO:0016020,GO:0005272
nxHelBake1.g18449.t1	
nxHelBake1.g5915.t1	
nxHelBake1.g13963.t1	
nxHelBake1.g12879.t1	GO:0004559,GO:0006013,GO:0005975,GO:0003824,GO:0030246
nxHelBake1.g2242.t2	
nxHelBake1.g9398.t1	
nxHelBake1.g2061.t1	
nxHelBake1.g2062.t1	
nxHelBake1.g1012.t2	GO:0016887,GO:0005524,GO:0006281,GO:0030915,GO:0000724
nxHelBake1.g3659.t1	
nxHelBake1.g18009.t1	
nxHelBake1.g12708.t1	GO:0005975,GO:0004553
nxHelBake1.g4494.t1	
nxHelBake1.g1066.t2	GO:0005515
nxHelBake1.g13695.t1	
nxHelBake1.g6185.t1	GO:0008270,GO:0030544
nxHelBake1.g8860.t1	
nxHelBake1.g3609.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g5525.t1	
nxHelBake1.g5643.t1	GO:0016791
nxHelBake1.g538.t1	
nxHelBake1.g14007.t1	
nxHelBake1.g3908.t1	
nxHelBake1.g8158.t2	GO:0005515
nxHelBake1.g13.t1	GO:0003677,GO:0005634,GO:0006367,GO:0032968
nxHelBake1.g11574.t1	GO:0016787
nxHelBake1.g16980.t1	
nxHelBake1.g474.t1	GO:0005515,GO:0006749
nxHelBake1.g17579.t1	GO:0005730,GO:0042254
nxHelBake1.g1443.t1	GO:0004721,GO:0006397,GO:0005634
nxHelBake1.g5968.t1	
nxHelBake1.g7752.t1	
nxHelBake1.g13795.t1	
nxHelBake1.g7593.t2	
nxHelBake1.g9188.t1	
nxHelBake1.g66.t1	
nxHelBake1.g17904.t1	
nxHelBake1.g2656.t1	
nxHelBake1.g18751.t1	
nxHelBake1.g10972.t1	GO:0043248
nxHelBake1.g12434.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g816.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g16573.t1	
nxHelBake1.g3316.t2	
nxHelBake1.g10068.t1	
nxHelBake1.g12961.t2	
nxHelBake1.g2689.t1	GO:0006376,GO:0005685,GO:0003729
nxHelBake1.g418.t1	
nxHelBake1.g13803.t1	
nxHelBake1.g11911.t1	
nxHelBake1.g2055.t1	
nxHelBake1.g15427.t1	GO:0005515
nxHelBake1.g14453.t1	
nxHelBake1.g14455.t1	
nxHelBake1.g14457.t1	
nxHelBake1.g14462.t1	
nxHelBake1.g6214.t1	GO:0006486,GO:0016020,GO:0016758
nxHelBake1.g18682.t1	
nxHelBake1.g10741.t1	
nxHelBake1.g3139.t2	
nxHelBake1.g17287.t1	
nxHelBake1.g3120.t1	GO:0004867
nxHelBake1.g9765.t1	GO:0003824
nxHelBake1.g227.t1	GO:0016021
nxHelBake1.g11450.t1	
nxHelBake1.g2563.t1	
nxHelBake1.g12145.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g9792.t1	
nxHelBake1.g4498.t1	GO:0006367,GO:0005674,GO:0006366
nxHelBake1.g2531.t2	GO:1990904,GO:0003723,GO:0003676
nxHelBake1.g17895.t6	
nxHelBake1.g142.t1	
nxHelBake1.g10351.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g7539.t1	GO:0003824,GO:0004743,GO:0006096,GO:0030955,GO:0000287
nxHelBake1.g7003.t1	GO:0005515,GO:0046872
nxHelBake1.g11051.t1	
nxHelBake1.g5535.t1	GO:0006629
nxHelBake1.g190.t1	
nxHelBake1.g12906.t1	GO:0042302
nxHelBake1.g6558.t3	GO:0051539,GO:0051536,GO:0009107,GO:0003824,GO:0016992
nxHelBake1.g11480.t1	GO:0004842,GO:0043161,GO:0061630
nxHelBake1.g10954.t2	GO:0005515,GO:0005576,GO:0030414
nxHelBake1.g18651.t1	
nxHelBake1.g448.t1	
nxHelBake1.g2881.t1	GO:0004674,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g13866.t1	
nxHelBake1.g15780.t1	
nxHelBake1.g172.t1	
nxHelBake1.g9649.t2	GO:0046983
nxHelBake1.g16920.t2	GO:0005548,GO:0046872,GO:0015914
nxHelBake1.g18190.t2	
nxHelBake1.g18005.t1	GO:0004672,GO:0006468
nxHelBake1.g15931.t2	GO:0006486,GO:0016757,GO:0016021
nxHelBake1.g6795.t1	
nxHelBake1.g4503.t1	GO:0005524,GO:0007018,GO:0003777,GO:0008017
nxHelBake1.g10257.t1	
nxHelBake1.g2279.t1	
nxHelBake1.g18374.t1	
nxHelBake1.g13553.t1	GO:0006355,GO:0003700,GO:0004879,GO:0003677,GO:0008270,GO:0043565
nxHelBake1.g13372.t1	GO:0005509
nxHelBake1.g15440.t1	
nxHelBake1.g1570.t2	GO:0051287,GO:0016616
nxHelBake1.g18332.t1	GO:0051087
nxHelBake1.g3829.t2	GO:0015031,GO:0005743,GO:0005744
nxHelBake1.g9894.t1	
nxHelBake1.g5684.t1	
nxHelBake1.g11808.t2	GO:0030145,GO:0070006
nxHelBake1.g4146.t1	
nxHelBake1.g17553.t1	
nxHelBake1.g10372.t1	
nxHelBake1.g13509.t1	GO:0006044,GO:0004342
nxHelBake1.g14092.t1	
nxHelBake1.g1617.t1	
nxHelBake1.g8994.t1	
nxHelBake1.g1292.t1	GO:0005525,GO:0003924,GO:0007017,GO:0005874,GO:0005200
nxHelBake1.g3191.t1	GO:0005515,GO:0005634,GO:0005737,GO:0061015
nxHelBake1.g108.t1	GO:0004867
nxHelBake1.g3140.t1	
nxHelBake1.g11004.t1	GO:0016787
nxHelBake1.g2227.t1	
nxHelBake1.g16153.t5	GO:0015095,GO:0015693,GO:0016021
nxHelBake1.g18746.t1	GO:0030904,GO:0042147
nxHelBake1.g2435.t2	
nxHelBake1.g7922.t1	GO:0000413,GO:0003755
nxHelBake1.g4159.t2	
nxHelBake1.g2567.t1	
nxHelBake1.g12411.t1	
nxHelBake1.g1202.t2	GO:0005515
nxHelBake1.g1981.t1	GO:0006470,GO:0004725
nxHelBake1.g10416.t1	GO:0000178,GO:0006396
nxHelBake1.g12965.t1	GO:0006401,GO:0005515,GO:0055087
nxHelBake1.g11162.t1	
nxHelBake1.g5723.t1	GO:0003824
nxHelBake1.g3102.t1	GO:0008017,GO:0031122,GO:0030705
nxHelBake1.g12620.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g16557.t1	
nxHelBake1.g12858.t1	GO:0009396,GO:0005524,GO:0004326,GO:0009058,GO:0016874
nxHelBake1.g13457.t1	
nxHelBake1.g11675.t1	
nxHelBake1.g8975.t1	
nxHelBake1.g12043.t1	
nxHelBake1.g17488.t1	GO:0016192,GO:0030008
nxHelBake1.g5702.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g10937.t1	
nxHelBake1.g10204.t2	GO:0006437,GO:0005524,GO:0006418,GO:0004812,GO:0004831,GO:0000166
nxHelBake1.g2985.t1	GO:0042157,GO:0006869,GO:0005576,GO:0008289
nxHelBake1.g1236.t1	
nxHelBake1.g18353.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g11926.t1	GO:0003677,GO:0006357
nxHelBake1.g14375.t1	
nxHelBake1.g8734.t1	
nxHelBake1.g11292.t1	
nxHelBake1.g12133.t1	
nxHelBake1.g15283.t1	GO:0061630,GO:1904294
nxHelBake1.g5321.t1	GO:0007165,GO:0005525,GO:0003924,GO:0007186,GO:0007188,GO:0019001,GO:0031683
nxHelBake1.g15974.t1	GO:0008289
nxHelBake1.g2986.t1	
nxHelBake1.g9383.t1	
nxHelBake1.g4527.t1	GO:0005515
nxHelBake1.g11649.t1	
nxHelBake1.g1009.t1	
nxHelBake1.g4430.t1	GO:0005515
nxHelBake1.g10930.t1	GO:0005515
nxHelBake1.g1144.t1	
nxHelBake1.g6736.t1	
nxHelBake1.g7106.t3	
nxHelBake1.g15731.t1	
nxHelBake1.g8815.t1	GO:0006511
nxHelBake1.g16380.t1	GO:0003779
nxHelBake1.g10987.t1	GO:0005515
nxHelBake1.g10403.t1	
nxHelBake1.g719.t1	
nxHelBake1.g16375.t1	GO:0005524,GO:0016887,GO:0006457
nxHelBake1.g18891.t1	
nxHelBake1.g909.t1	
nxHelBake1.g18927.t1	
nxHelBake1.g3698.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g5111.t1	
nxHelBake1.g3319.t1	
nxHelBake1.g17322.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g4294.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g13628.t1	
nxHelBake1.g4390.t1	GO:0006486,GO:0016020,GO:0016758
nxHelBake1.g9563.t1	
nxHelBake1.g18357.t2	GO:0006096,GO:0003824,GO:0004332
nxHelBake1.g8927.t1	
nxHelBake1.g9864.t1	
nxHelBake1.g7831.t1	GO:0003723,GO:0006413,GO:0003743
nxHelBake1.g8455.t4	
nxHelBake1.g7598.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g1818.t1	GO:0007218
nxHelBake1.g9184.t1	GO:0003677,GO:0006364,GO:0003755
nxHelBake1.g1639.t1	GO:0018279,GO:0005789
nxHelBake1.g12447.t1	
nxHelBake1.g5538.t1	
nxHelBake1.g558.t2	GO:0038023,GO:0016021
nxHelBake1.g11212.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g18867.t1	GO:0009986
nxHelBake1.g15975.t1	GO:0003676,GO:0008270
nxHelBake1.g2188.t1	GO:0006979,GO:0020037,GO:0004601
nxHelBake1.g1359.t1	
nxHelBake1.g7830.t2	GO:0005515
nxHelBake1.g5002.t1	
nxHelBake1.g15345.t1	
nxHelBake1.g8479.t1	
nxHelBake1.g16012.t1	
nxHelBake1.g9431.t1	GO:0016627,GO:0003995,GO:0050660
nxHelBake1.g266.t4	GO:0005515
nxHelBake1.g15499.t1	
nxHelBake1.g15845.t1	
nxHelBake1.g18583.t1	GO:0007606,GO:0016020,GO:0004888
nxHelBake1.g12063.t1	GO:0005515
nxHelBake1.g5378.t1	GO:0019825,GO:0020037
nxHelBake1.g668.t2	GO:0003676
nxHelBake1.g11471.t1	
nxHelBake1.g14955.t1	GO:0016021,GO:0016020,GO:0006814,GO:0006811,GO:0005216,GO:0005272
nxHelBake1.g3048.t1	
nxHelBake1.g12057.t2	GO:0006166,GO:0004422
nxHelBake1.g12237.t4	GO:0000829
nxHelBake1.g12919.t1	GO:0005515
nxHelBake1.g3418.t1	
nxHelBake1.g5822.t3	GO:0005509
nxHelBake1.g8710.t1	GO:0005515
nxHelBake1.g5299.t1	GO:0003676
nxHelBake1.g1762.t1	GO:0004104
nxHelBake1.g7837.t1	
nxHelBake1.g6518.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g8614.t2	GO:0046872
nxHelBake1.g18761.t1	
nxHelBake1.g9414.t1	GO:0071209
nxHelBake1.g9371.t1	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g2527.t1	GO:0033617,GO:0005739
nxHelBake1.g13927.t1	
nxHelBake1.g11128.t1	
nxHelBake1.g8901.t1	GO:0016491
nxHelBake1.g10658.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g16085.t1	
nxHelBake1.g2513.t1	
nxHelBake1.g19068.t1	
nxHelBake1.g417.t1	
nxHelBake1.g9651.t1	
nxHelBake1.g9124.t1	GO:0005515
nxHelBake1.g16589.t1	GO:0016021
nxHelBake1.g11893.t1	GO:0005634,GO:0043547,GO:0005096
nxHelBake1.g9056.t1	GO:0055085,GO:0016020,GO:0022857,GO:0016021
nxHelBake1.g2301.t2	
nxHelBake1.g2314.t1	
nxHelBake1.g6785.t3	
nxHelBake1.g4447.t1	GO:0000350
nxHelBake1.g16374.t3	
nxHelBake1.g17666.t1	
nxHelBake1.g7149.t1	
nxHelBake1.g1696.t2	GO:0055085,GO:0016020,GO:0015267
nxHelBake1.g6011.t2	
nxHelBake1.g15935.t5	GO:0010960
nxHelBake1.g4174.t2	
nxHelBake1.g6008.t2	
nxHelBake1.g695.t1	
nxHelBake1.g16715.t1	GO:0015935,GO:0006412,GO:0003735
nxHelBake1.g16827.t1	
nxHelBake1.g12367.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g3331.t1	GO:0034450,GO:0030433,GO:0016567,GO:0006511,GO:0004842,GO:0000151
nxHelBake1.g11536.t1	GO:0016021
nxHelBake1.g12182.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g17298.t6	GO:0006355,GO:0003700,GO:0003677,GO:0005634,GO:0005515
nxHelBake1.g19082.t1	
nxHelBake1.g14634.t1	GO:0005096
nxHelBake1.g4795.t1	
nxHelBake1.g5548.t3	GO:0003824,GO:0006657,GO:0009058,GO:0004105
nxHelBake1.g10611.t1	GO:0004518
nxHelBake1.g6222.t1	
nxHelBake1.g8407.t2	
nxHelBake1.g8453.t2	GO:0005515
nxHelBake1.g13107.t1	GO:0015031,GO:0030123,GO:0006896
nxHelBake1.g13817.t1	
nxHelBake1.g9171.t1	
nxHelBake1.g1118.t1	
nxHelBake1.g10748.t1	
nxHelBake1.g15179.t1	GO:0005515
nxHelBake1.g10871.t1	
nxHelBake1.g16351.t1	
nxHelBake1.g481.t1	GO:0019825,GO:0020037
nxHelBake1.g2672.t1	
nxHelBake1.g5049.t1	
nxHelBake1.g9131.t1	
nxHelBake1.g1272.t1	GO:0003723,GO:0003729
nxHelBake1.g7788.t1	
nxHelBake1.g15282.t2	GO:1902600,GO:0046034,GO:0005524,GO:0046961,GO:0033180
nxHelBake1.g2155.t1	
nxHelBake1.g12363.t1	
nxHelBake1.g15003.t1	GO:0045335,GO:0090382,GO:0005525,GO:0003924,GO:0032456,GO:0006895,GO:0005802,GO:0055037,GO:0042742
nxHelBake1.g9221.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g12968.t1	GO:0032040,GO:0006364
nxHelBake1.g12932.t1	GO:0016020
nxHelBake1.g8060.t1	
nxHelBake1.g12846.t1	
nxHelBake1.g5809.t1	GO:0046872
nxHelBake1.g3693.t1	
nxHelBake1.g12370.t1	
nxHelBake1.g17727.t1	
nxHelBake1.g14923.t1	GO:0006102,GO:0016616,GO:0004450
nxHelBake1.g8182.t1	GO:0009922,GO:0016021
nxHelBake1.g6813.t2	GO:0016491
nxHelBake1.g7669.t1	
nxHelBake1.g15159.t1	GO:0005515
nxHelBake1.g7781.t1	GO:0016021
nxHelBake1.g17515.t2	GO:0005524,GO:0006418,GO:0006436,GO:0004830,GO:0004812,GO:0000166
nxHelBake1.g18090.t1	
nxHelBake1.g8369.t1	
nxHelBake1.g3880.t1	
nxHelBake1.g16614.t1	
nxHelBake1.g1178.t1	GO:0022900,GO:0005739
nxHelBake1.g10865.t1	GO:0016491
nxHelBake1.g16029.t4	GO:0003723,GO:0003676
nxHelBake1.g3242.t1	GO:0006508,GO:0004252
nxHelBake1.g8741.t1	
nxHelBake1.g9292.t1	
nxHelBake1.g5680.t1	GO:0004386,GO:0016787
nxHelBake1.g491.t1	
nxHelBake1.g6873.t1	
nxHelBake1.g5467.t1	GO:0016779
nxHelBake1.g8564.t1	GO:0000145,GO:0005737,GO:0006887
nxHelBake1.g18683.t1	
nxHelBake1.g12955.t1	
nxHelBake1.g11863.t1	GO:0016021
nxHelBake1.g13074.t1	
nxHelBake1.g6292.t1	
nxHelBake1.g5984.t1	GO:0016570,GO:0016593,GO:0006368
nxHelBake1.g18493.t1	
nxHelBake1.g7426.t1	GO:0005524,GO:0003774,GO:0016459
nxHelBake1.g1781.t1	
nxHelBake1.g14516.t1	
nxHelBake1.g14519.t1	
nxHelBake1.g3867.t1	GO:0007165,GO:0005525,GO:0003924,GO:0007186,GO:0007188,GO:0019001,GO:0031683
nxHelBake1.g1257.t1	
nxHelBake1.g3662.t1	GO:0030133
nxHelBake1.g7275.t1	GO:0046961,GO:0033179,GO:1902600
nxHelBake1.g7713.t1	
nxHelBake1.g2952.t1	GO:0006508,GO:0004252
nxHelBake1.g6835.t1	
nxHelBake1.g2124.t1	GO:0005524,GO:0003774,GO:0051015,GO:0016459
nxHelBake1.g8270.t1	
nxHelBake1.g18155.t1	GO:0005737,GO:0016812,GO:0019556,GO:0016787
nxHelBake1.g14743.t2	GO:0008097,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g7131.t1	
nxHelBake1.g5249.t1	
nxHelBake1.g17320.t1	GO:0006897,GO:0046872,GO:0005096
nxHelBake1.g1321.t1	GO:0005179
nxHelBake1.g10494.t1	
nxHelBake1.g7732.t3	GO:0016192,GO:0005515,GO:0006886
nxHelBake1.g6178.t1	
nxHelBake1.g16266.t1	GO:0005515,GO:0008270
nxHelBake1.g8249.t1	
nxHelBake1.g5838.t3	
nxHelBake1.g7399.t1	
nxHelBake1.g5938.t1	GO:0031418,GO:0016705,GO:0016706,GO:0008236,GO:0006508,GO:0005506
nxHelBake1.g10053.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g16752.t1	GO:0016592
nxHelBake1.g9631.t1	
nxHelBake1.g11768.t1	
nxHelBake1.g184.t1	
nxHelBake1.g18175.t1	
nxHelBake1.g1291.t1	
nxHelBake1.g6762.t2	
nxHelBake1.g5656.t1	GO:0006122,GO:0005750
nxHelBake1.g3328.t1	GO:0007606,GO:0016021
nxHelBake1.g6735.t2	GO:0015165,GO:0000139,GO:0090481,GO:0016021
nxHelBake1.g8015.t1	
nxHelBake1.g3851.t1	
nxHelBake1.g416.t1	
nxHelBake1.g6665.t1	GO:0006508,GO:0016020,GO:0004222,GO:0007155
nxHelBake1.g9230.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g10619.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g17181.t1	
nxHelBake1.g15216.t1	
nxHelBake1.g5010.t1	GO:0006396
nxHelBake1.g7184.t1	
nxHelBake1.g18477.t1	GO:0009966
