gene	dS	sp
GCK72_002185.t1	0.1228	cremanei_vs_clatens
GCK72_019006.t1	0.1307	cremanei_vs_clatens
GCK72_009933.t1	0.1794	cremanei_vs_clatens
GCK72_000465.t1	0.0485	cremanei_vs_clatens
GCK72_023989.t1	0.1108	cremanei_vs_clatens
GCK72_002257.t1	0.0575	cremanei_vs_clatens
GCK72_025297.t1	0.2584	cremanei_vs_clatens
GCK72_013812.t1	0.1449	cremanei_vs_clatens
GCK72_006547.t1	0.1385	cremanei_vs_clatens
GCK72_000097.t1	0.1318	cremanei_vs_clatens
GCK72_006594.t1	0.2184	cremanei_vs_clatens
GCK72_017966.t1	0.1812	cremanei_vs_clatens
GCK72_004347.t1	0.2056	cremanei_vs_clatens
GCK72_017359.t1	0.1409	cremanei_vs_clatens
GCK72_009739.t1	0.1557	cremanei_vs_clatens
GCK72_022224.t1	0.1065	cremanei_vs_clatens
GCK72_005873.t1	0.1306	cremanei_vs_clatens
GCK72_010339.t1	0.1406	cremanei_vs_clatens
GCK72_002407.t1	0.0928	cremanei_vs_clatens
GCK72_005695.t1	0.1277	cremanei_vs_clatens
GCK72_016630.t1	0.0251	cremanei_vs_clatens
GCK72_018768.t1	0.123	cremanei_vs_clatens
GCK72_024262.t1	0.1045	cremanei_vs_clatens
GCK72_023897.t1	0.1362	cremanei_vs_clatens
GCK72_017417.t1	0.1732	cremanei_vs_clatens
GCK72_013580.t1	0.1315	cremanei_vs_clatens
GCK72_021987.t1	0.1196	cremanei_vs_clatens
GCK72_003431.t1	0.1133	cremanei_vs_clatens
GCK72_005364.t1	0.0806	cremanei_vs_clatens
GCK72_011740.t1	0.142	cremanei_vs_clatens
GCK72_017882.t1	0.1674	cremanei_vs_clatens
GCK72_003112.t1	0.2142	cremanei_vs_clatens
GCK72_002598.t1	0.1324	cremanei_vs_clatens
GCK72_014540.t1	0.1777	cremanei_vs_clatens
GCK72_000003.t1	0.1701	cremanei_vs_clatens
GCK72_008914.t1	0.0548	cremanei_vs_clatens
GCK72_009787.t1	0.0788	cremanei_vs_clatens
GCK72_004677.t1	0.1122	cremanei_vs_clatens
GCK72_014842.t1	0.137	cremanei_vs_clatens
GCK72_016207.t1	0.1824	cremanei_vs_clatens
GCK72_000060.t1	0.237	cremanei_vs_clatens
GCK72_008036.t1	0.1293	cremanei_vs_clatens
GCK72_009830.t1	0.1626	cremanei_vs_clatens
GCK72_004868.t1	0.1608	cremanei_vs_clatens
GCK72_001019.t1	0.1077	cremanei_vs_clatens
GCK72_001283.t1	0.2449	cremanei_vs_clatens
GCK72_006424.t1	0.1376	cremanei_vs_clatens
GCK72_003916.t1	0.1266	cremanei_vs_clatens
GCK72_010835.t1	0.1199	cremanei_vs_clatens
GCK72_005889.t1	0.1455	cremanei_vs_clatens
GCK72_016197.t1	0.1852	cremanei_vs_clatens
GCK72_025289.t1	0.1742	cremanei_vs_clatens
GCK72_006292.t1	0	cremanei_vs_clatens
GCK72_002900.t1	0.0966	cremanei_vs_clatens
GCK72_010160.t1	0.22	cremanei_vs_clatens
GCK72_008833.t1	0.1474	cremanei_vs_clatens
GCK72_001375.t1	0.0858	cremanei_vs_clatens
GCK72_017985.t1	0.0872	cremanei_vs_clatens
GCK72_019324.t1	0.0077	cremanei_vs_clatens
GCK72_009672.t1	0.0999	cremanei_vs_clatens
GCK72_018378.t1	0.1624	cremanei_vs_clatens
GCK72_023521.t1	0.1099	cremanei_vs_clatens
GCK72_002909.t1	0.1079	cremanei_vs_clatens
GCK72_003219.t1	0.3236	cremanei_vs_clatens
GCK72_006592.t1	0.1215	cremanei_vs_clatens
GCK72_001177.t1	0.1585	cremanei_vs_clatens
GCK72_010810.t1	0.1061	cremanei_vs_clatens
GCK72_001133.t1	0.0558	cremanei_vs_clatens
GCK72_017767.t1	0.1261	cremanei_vs_clatens
GCK72_010066.t1	0.0715	cremanei_vs_clatens
GCK72_016880.t1	0.4538	cremanei_vs_clatens
GCK72_002718.t1	0.1161	cremanei_vs_clatens
GCK72_024862.t1	0.1463	cremanei_vs_clatens
GCK72_006153.t1	0.1553	cremanei_vs_clatens
GCK72_000657.t1	0.0436	cremanei_vs_clatens
GCK72_004072.t1	0.2434	cremanei_vs_clatens
GCK72_007984.t1	0.2526	cremanei_vs_clatens
GCK72_023150.t1	0.2229	cremanei_vs_clatens
GCK72_010994.t1	0.2227	cremanei_vs_clatens
GCK72_010958.t1	0.1995	cremanei_vs_clatens
GCK72_002074.t1	0.1416	cremanei_vs_clatens
GCK72_010740.t1	0.1406	cremanei_vs_clatens
GCK72_000924.t1	0.1433	cremanei_vs_clatens
GCK72_017940.t1	0.0837	cremanei_vs_clatens
GCK72_018122.t1	0.1144	cremanei_vs_clatens
GCK72_001707.t1	0.1358	cremanei_vs_clatens
GCK72_010291.t1	0.1086	cremanei_vs_clatens
GCK72_001902.t1	0.0305	cremanei_vs_clatens
GCK72_014758.t1	0.1497	cremanei_vs_clatens
GCK72_022012.t1	0.1129	cremanei_vs_clatens
GCK72_001512.t1	0.0806	cremanei_vs_clatens
GCK72_010346.t1	0.1139	cremanei_vs_clatens
GCK72_013194.t1	0.1496	cremanei_vs_clatens
GCK72_011895.t1	0.1206	cremanei_vs_clatens
GCK72_010438.t1	0.1393	cremanei_vs_clatens
GCK72_010448.t1	0.1086	cremanei_vs_clatens
GCK72_008320.t1	0.241	cremanei_vs_clatens
GCK72_001081.t1	0.081	cremanei_vs_clatens
GCK72_016511.t1	0.2307	cremanei_vs_clatens
GCK72_018314.t1	0.1211	cremanei_vs_clatens
GCK72_000090.t1	0.0933	cremanei_vs_clatens
GCK72_008701.t1	0.1025	cremanei_vs_clatens
GCK72_016081.t1	0.2373	cremanei_vs_clatens
GCK72_024050.t1	0.1883	cremanei_vs_clatens
GCK72_023268.t1	0.1773	cremanei_vs_clatens
GCK72_021312.t1	0.1726	cremanei_vs_clatens
GCK72_020808.t1	0.1115	cremanei_vs_clatens
GCK72_014034.t1	0.1551	cremanei_vs_clatens
GCK72_014580.t1	0.1413	cremanei_vs_clatens
GCK72_010189.t1	0.1492	cremanei_vs_clatens
GCK72_022238.t1	0.1909	cremanei_vs_clatens
GCK72_024114.t1	0.1564	cremanei_vs_clatens
GCK72_002450.t1	0.096	cremanei_vs_clatens
GCK72_022194.t1	0.1134	cremanei_vs_clatens
GCK72_023867.t1	0.1092	cremanei_vs_clatens
GCK72_018737.t1	0.1624	cremanei_vs_clatens
GCK72_005341.t1	0.0729	cremanei_vs_clatens
GCK72_002896.t1	0.156	cremanei_vs_clatens
GCK72_005911.t1	0.15	cremanei_vs_clatens
GCK72_001501.t1	0.1417	cremanei_vs_clatens
GCK72_001229.t1	0.2394	cremanei_vs_clatens
GCK72_001504.t1	0.1654	cremanei_vs_clatens
GCK72_018275.t1	0.0922	cremanei_vs_clatens
GCK72_010362.t1	0.1409	cremanei_vs_clatens
GCK72_010294.t1	0.0513	cremanei_vs_clatens
GCK72_008038.t1	0.1581	cremanei_vs_clatens
GCK72_019258.t1	0.1138	cremanei_vs_clatens
GCK72_008165.t1	0.0622	cremanei_vs_clatens
GCK72_006422.t1	0.0705	cremanei_vs_clatens
GCK72_025346.t1	0.0543	cremanei_vs_clatens
GCK72_024305.t1	0.1549	cremanei_vs_clatens
GCK72_005890.t1	0.0889	cremanei_vs_clatens
GCK72_022180.t1	0.1537	cremanei_vs_clatens
GCK72_009740.t1	0.1496	cremanei_vs_clatens
GCK72_000463.t1	0.2284	cremanei_vs_clatens
GCK72_014342.t1	0.1012	cremanei_vs_clatens
GCK72_001260.t1	0.1208	cremanei_vs_clatens
GCK72_009439.t1	0.1487	cremanei_vs_clatens
GCK72_013725.t1	0.144	cremanei_vs_clatens
GCK72_003111.t1	0.3091	cremanei_vs_clatens
GCK72_009269.t1	0.0733	cremanei_vs_clatens
GCK72_001072.t1	0.0851	cremanei_vs_clatens
GCK72_015946.t1	0.3382	cremanei_vs_clatens
GCK72_009475.t1	0.081	cremanei_vs_clatens
GCK72_014493.t1	0.1601	cremanei_vs_clatens
GCK72_001065.t1	0.1736	cremanei_vs_clatens
GCK72_018732.t1	0.0778	cremanei_vs_clatens
GCK72_016168.t1	0.0738	cremanei_vs_clatens
GCK72_002686.t1	0.1114	cremanei_vs_clatens
GCK72_014224.t1	0.0379	cremanei_vs_clatens
GCK72_005340.t1	0.0609	cremanei_vs_clatens
GCK72_006494.t1	0.107	cremanei_vs_clatens
GCK72_002755.t1	0.2208	cremanei_vs_clatens
GCK72_010440.t1	0.0936	cremanei_vs_clatens
GCK72_001489.t1	0.1128	cremanei_vs_clatens
GCK72_002135.t1	0.0851	cremanei_vs_clatens
GCK72_005179.t1	0.0642	cremanei_vs_clatens
GCK72_017934.t1	0.079	cremanei_vs_clatens
GCK72_004932.t1	0.2212	cremanei_vs_clatens
GCK72_006076.t1	0.2215	cremanei_vs_clatens
GCK72_025353.t1	0.1045	cremanei_vs_clatens
GCK72_019357.t1	0.0832	cremanei_vs_clatens
GCK72_003462.t1	0.2259	cremanei_vs_clatens
GCK72_013815.t1	0.0641	cremanei_vs_clatens
GCK72_000458.t1	0.1933	cremanei_vs_clatens
GCK72_016052.t1	0.2071	cremanei_vs_clatens
GCK72_010481.t1	0.1189	cremanei_vs_clatens
GCK72_003450.t1	0.076	cremanei_vs_clatens
GCK72_002621.t1	0.1934	cremanei_vs_clatens
GCK72_000192.t1	0.2334	cremanei_vs_clatens
GCK72_018651.t1	0.1228	cremanei_vs_clatens
GCK72_014090.t1	0.1718	cremanei_vs_clatens
GCK72_017453.t1	0.1471	cremanei_vs_clatens
GCK72_021949.t1	0.2057	cremanei_vs_clatens
GCK72_005898.t1	0.1072	cremanei_vs_clatens
GCK72_010577.t1	0.1082	cremanei_vs_clatens
GCK72_005697.t1	0.1217	cremanei_vs_clatens
GCK72_016424.t1	0.1406	cremanei_vs_clatens
GCK72_014546.t1	0.1074	cremanei_vs_clatens
GCK72_010343.t1	0.1435	cremanei_vs_clatens
GCK72_009016.t1	0.1426	cremanei_vs_clatens
GCK72_010196.t1	0.1136	cremanei_vs_clatens
GCK72_006768.t1	0.1988	cremanei_vs_clatens
GCK72_016150.t1	0.0559	cremanei_vs_clatens
GCK72_003964.t1	0.2526	cremanei_vs_clatens
GCK72_001000.t1	0.1136	cremanei_vs_clatens
GCK72_002554.t1	0.1182	cremanei_vs_clatens
GCK72_010856.t1	0.2111	cremanei_vs_clatens
GCK72_024510.t1	0.1904	cremanei_vs_clatens
GCK72_004926.t1	0.1229	cremanei_vs_clatens
GCK72_018592.t1	0.0762	cremanei_vs_clatens
GCK72_016164.t1	0.2794	cremanei_vs_clatens
GCK72_009613.t1	0	cremanei_vs_clatens
GCK72_018247.t1	0.1351	cremanei_vs_clatens
GCK72_025745.t1	0.2167	cremanei_vs_clatens
GCK72_005773.t1	0.1566	cremanei_vs_clatens
GCK72_013600.t1	0.1132	cremanei_vs_clatens
GCK72_023540.t1	0.1827	cremanei_vs_clatens
GCK72_008413.t1	0.133	cremanei_vs_clatens
GCK72_016728.t1	0.1866	cremanei_vs_clatens
GCK72_010737.t1	0.1067	cremanei_vs_clatens
GCK72_008464.t1	0.0433	cremanei_vs_clatens
GCK72_017765.t1	0.1125	cremanei_vs_clatens
GCK72_000134.t1	0.3182	cremanei_vs_clatens
GCK72_025037.t1	0.1233	cremanei_vs_clatens
GCK72_000756.t1	0.1449	cremanei_vs_clatens
GCK72_022255.t1	0.0862	cremanei_vs_clatens
GCK72_016856.t1	0.177	cremanei_vs_clatens
GCK72_010171.t1	0.0986	cremanei_vs_clatens
GCK72_010664.t1	0.0835	cremanei_vs_clatens
GCK72_024058.t1	0.0989	cremanei_vs_clatens
GCK72_009716.t1	0.121	cremanei_vs_clatens
GCK72_020161.t1	0.1534	cremanei_vs_clatens
GCK72_008614.t1	0.2752	cremanei_vs_clatens
GCK72_017438.t1	0.1301	cremanei_vs_clatens
GCK72_000835.t1	0.1405	cremanei_vs_clatens
GCK72_005591.t1	0.1309	cremanei_vs_clatens
GCK72_010413.t1	0.1119	cremanei_vs_clatens
GCK72_005379.t1	0.124	cremanei_vs_clatens
GCK72_010329.t1	0.0809	cremanei_vs_clatens
GCK72_002065.t1	0.0783	cremanei_vs_clatens
GCK72_018639.t1	0.082	cremanei_vs_clatens
GCK72_010817.t1	0.1182	cremanei_vs_clatens
GCK72_013941.t1	0.1531	cremanei_vs_clatens
GCK72_011631.t1	0	cremanei_vs_clatens
GCK72_025120.t1	0.1549	cremanei_vs_clatens
GCK72_023573.t1	0.1629	cremanei_vs_clatens
GCK72_001310.t1	0.1025	cremanei_vs_clatens
GCK72_013723.t1	0.1256	cremanei_vs_clatens
GCK72_018763.t1	0.1558	cremanei_vs_clatens
GCK72_000760.t1	0.0924	cremanei_vs_clatens
GCK72_010597.t1	0.0606	cremanei_vs_clatens
GCK72_022031.t1	0.2381	cremanei_vs_clatens
GCK72_001441.t1	0.0707	cremanei_vs_clatens
GCK72_005883.t1	0.1749	cremanei_vs_clatens
GCK72_024354.t1	0.1034	cremanei_vs_clatens
GCK72_014582.t1	0.1204	cremanei_vs_clatens
GCK72_024661.t1	0.1858	cremanei_vs_clatens
GCK72_011829.t1	0.1231	cremanei_vs_clatens
GCK72_008838.t1	0.233	cremanei_vs_clatens
GCK72_002260.t1	0.175	cremanei_vs_clatens
GCK72_000326.t1	0.16	cremanei_vs_clatens
GCK72_021976.t1	0.1336	cremanei_vs_clatens
GCK72_016710.t1	0.2993	cremanei_vs_clatens
GCK72_001240.t1	0.1161	cremanei_vs_clatens
GCK72_008884.t1	0.1308	cremanei_vs_clatens
GCK72_010131.t1	0.0916	cremanei_vs_clatens
GCK72_010227.t1	0.1792	cremanei_vs_clatens
GCK72_005244.t1	0.1028	cremanei_vs_clatens
GCK72_010120.t1	0.1209	cremanei_vs_clatens
GCK72_010430.t1	0.1606	cremanei_vs_clatens
GCK72_017618.t1	0.1176	cremanei_vs_clatens
GCK72_000661.t1	0.1408	cremanei_vs_clatens
GCK72_013676.t1	0.0788	cremanei_vs_clatens
GCK72_014754.t1	0.1401	cremanei_vs_clatens
GCK72_017793.t1	0.1409	cremanei_vs_clatens
GCK72_017840.t1	0.1115	cremanei_vs_clatens
GCK72_016780.t1	0.2136	cremanei_vs_clatens
GCK72_024385.t1	0.0591	cremanei_vs_clatens
GCK72_020854.t1	0.1735	cremanei_vs_clatens
GCK72_014541.t1	0.1129	cremanei_vs_clatens
GCK72_017716.t1	0.0606	cremanei_vs_clatens
GCK72_010465.t1	0.1582	cremanei_vs_clatens
GCK72_024330.t1	0.0926	cremanei_vs_clatens
GCK72_015019.t1	0.1387	cremanei_vs_clatens
GCK72_014265.t1	0.1937	cremanei_vs_clatens
GCK72_010432.t1	0.0838	cremanei_vs_clatens
GCK72_006472.t1	0.1511	cremanei_vs_clatens
GCK72_001167.t1	0.1841	cremanei_vs_clatens
GCK72_017605.t1	0.0367	cremanei_vs_clatens
GCK72_010785.t1	0.1443	cremanei_vs_clatens
GCK72_014286.t1	0.1314	cremanei_vs_clatens
GCK72_010985.t1	0.1364	cremanei_vs_clatens
GCK72_009543.t1	0.1407	cremanei_vs_clatens
GCK72_009305.t1	0.1013	cremanei_vs_clatens
GCK72_009595.t1	0.1422	cremanei_vs_clatens
GCK72_010568.t1	0	cremanei_vs_clatens
GCK72_005417.t1	0.0751	cremanei_vs_clatens
GCK72_016169.t1	0.299	cremanei_vs_clatens
GCK72_014137.t1	0.1376	cremanei_vs_clatens
GCK72_025308.t1	0.1287	cremanei_vs_clatens
GCK72_010230.t1	0.1212	cremanei_vs_clatens
GCK72_006492.t1	0.1212	cremanei_vs_clatens
GCK72_004753.t1	0.1427	cremanei_vs_clatens
GCK72_023921.t1	0.1556	cremanei_vs_clatens
GCK72_014525.t1	0.1321	cremanei_vs_clatens
GCK72_000297.t1	0.0529	cremanei_vs_clatens
GCK72_005075.t1	0.0934	cremanei_vs_clatens
GCK72_017809.t1	0.0737	cremanei_vs_clatens
GCK72_023902.t1	0.1572	cremanei_vs_clatens
GCK72_009625.t1	0.1318	cremanei_vs_clatens
GCK72_002267.t1	0.1292	cremanei_vs_clatens
GCK72_010370.t1	0.1438	cremanei_vs_clatens
GCK72_022258.t1	0.166	cremanei_vs_clatens
GCK72_018637.t1	0.1686	cremanei_vs_clatens
GCK72_006006.t1	0.1382	cremanei_vs_clatens
GCK72_009912.t1	0.1348	cremanei_vs_clatens
GCK72_010162.t1	0.1056	cremanei_vs_clatens
GCK72_010963.t1	0.16	cremanei_vs_clatens
GCK72_023466.t1	0.0986	cremanei_vs_clatens
GCK72_024360.t1	0.0882	cremanei_vs_clatens
GCK72_024298.t1	0.1526	cremanei_vs_clatens
GCK72_004299.t1	0.1449	cremanei_vs_clatens
GCK72_004043.t1	0.2115	cremanei_vs_clatens
GCK72_002274.t1	0.1415	cremanei_vs_clatens
GCK72_008939.t1	0.0941	cremanei_vs_clatens
GCK72_003575.t1	0.1528	cremanei_vs_clatens
GCK72_001413.t1	0.0968	cremanei_vs_clatens
GCK72_009116.t1	0.2113	cremanei_vs_clatens
GCK72_018267.t1	0.0776	cremanei_vs_clatens
GCK72_013545.t1	0.1016	cremanei_vs_clatens
GCK72_007850.t1	0.2946	cremanei_vs_clatens
GCK72_005088.t1	0.1139	cremanei_vs_clatens
GCK72_018221.t1	0.0953	cremanei_vs_clatens
GCK72_022160.t1	0.2023	cremanei_vs_clatens
GCK72_001550.t1	0.1203	cremanei_vs_clatens
GCK72_025303.t1	0.1566	cremanei_vs_clatens
GCK72_000551.t1	0.0866	cremanei_vs_clatens
GCK72_005581.t1	0.1274	cremanei_vs_clatens
GCK72_015304.t1	0.2049	cremanei_vs_clatens
GCK72_024339.t1	0.1237	cremanei_vs_clatens
GCK72_001208.t1	0.1	cremanei_vs_clatens
GCK72_020052.t1	0.1073	cremanei_vs_clatens
GCK72_006026.t1	0.0381	cremanei_vs_clatens
GCK72_015409.t1	0.2115	cremanei_vs_clatens
GCK72_016152.t1	0.3987	cremanei_vs_clatens
GCK72_010156.t1	0.1659	cremanei_vs_clatens
GCK72_023665.t1	0.1969	cremanei_vs_clatens
GCK72_019251.t1	0.1557	cremanei_vs_clatens
GCK72_017822.t1	0.0677	cremanei_vs_clatens
GCK72_010395.t1	0.1453	cremanei_vs_clatens
GCK72_024826.t1	0.0485	cremanei_vs_clatens
GCK72_002275.t1	0.1353	cremanei_vs_clatens
GCK72_006345.t1	0.2158	cremanei_vs_clatens
GCK72_005691.t1	0.1292	cremanei_vs_clatens
GCK72_009651.t1	0.1321	cremanei_vs_clatens
GCK72_019453.t1	0.1211	cremanei_vs_clatens
GCK72_002420.t1	0.1855	cremanei_vs_clatens
GCK72_013974.t1	0.2075	cremanei_vs_clatens
GCK72_000898.t1	0.108	cremanei_vs_clatens
GCK72_006083.t1	0.1046	cremanei_vs_clatens
GCK72_010126.t1	0.1172	cremanei_vs_clatens
GCK72_004437.t1	0.1316	cremanei_vs_clatens
GCK72_001798.t1	0.1367	cremanei_vs_clatens
GCK72_000182.t1	0.2591	cremanei_vs_clatens
GCK72_009637.t1	0.147	cremanei_vs_clatens
GCK72_011138.t1	0.1414	cremanei_vs_clatens
GCK72_001108.t1	0.0634	cremanei_vs_clatens
GCK72_017566.t1	0.215	cremanei_vs_clatens
GCK72_009302.t1	0.1378	cremanei_vs_clatens
GCK72_000467.t1	0.0766	cremanei_vs_clatens
GCK72_017133.t1	0.1235	cremanei_vs_clatens
GCK72_014963.t1	0.1446	cremanei_vs_clatens
GCK72_006414.t1	0.166	cremanei_vs_clatens
GCK72_000443.t1	0.1307	cremanei_vs_clatens
GCK72_010272.t1	0.0903	cremanei_vs_clatens
GCK72_010498.t1	0.128	cremanei_vs_clatens
GCK72_008460.t1	0.2003	cremanei_vs_clatens
GCK72_025226.t1	0.2242	cremanei_vs_clatens
GCK72_004711.t1	0.1197	cremanei_vs_clatens
GCK72_006227.t1	0.1647	cremanei_vs_clatens
GCK72_015395.t1	0.3204	cremanei_vs_clatens
GCK72_024224.t1	0.0988	cremanei_vs_clatens
GCK72_002134.t1	0.168	cremanei_vs_clatens
GCK72_009662.t1	0.1028	cremanei_vs_clatens
GCK72_017727.t1	0.1004	cremanei_vs_clatens
GCK72_009647.t1	0.1492	cremanei_vs_clatens
GCK72_018200.t1	0.1674	cremanei_vs_clatens
GCK72_001309.t1	0.1292	cremanei_vs_clatens
GCK72_001329.t1	0.1354	cremanei_vs_clatens
GCK72_000093.t1	0.2892	cremanei_vs_clatens
GCK72_014061.t1	0.0993	cremanei_vs_clatens
GCK72_002429.t1	0.0946	cremanei_vs_clatens
GCK72_016714.t1	0.1482	cremanei_vs_clatens
GCK72_006455.t1	0.1695	cremanei_vs_clatens
GCK72_010359.t1	0.2328	cremanei_vs_clatens
GCK72_005089.t1	0.1413	cremanei_vs_clatens
GCK72_004060.t1	0.0834	cremanei_vs_clatens
GCK72_009535.t1	0.0724	cremanei_vs_clatens
GCK72_010010.t1	0.1097	cremanei_vs_clatens
GCK72_025617.t1	0.2096	cremanei_vs_clatens
GCK72_019365.t1	0.0938	cremanei_vs_clatens
GCK72_017127.t1	0.1893	cremanei_vs_clatens
GCK72_023376.t1	0.1699	cremanei_vs_clatens
GCK72_001513.t1	0.0931	cremanei_vs_clatens
GCK72_002602.t1	0.1068	cremanei_vs_clatens
GCK72_002092.t1	0.0919	cremanei_vs_clatens
GCK72_001417.t1	0.1546	cremanei_vs_clatens
GCK72_009110.t1	0.092	cremanei_vs_clatens
GCK72_018431.t1	0.0951	cremanei_vs_clatens
GCK72_001949.t1	0.2057	cremanei_vs_clatens
GCK72_001835.t1	0.2287	cremanei_vs_clatens
GCK72_025564.t1	0.1881	cremanei_vs_clatens
GCK72_019108.t1	0.2104	cremanei_vs_clatens
GCK72_008291.t1	0.2413	cremanei_vs_clatens
GCK72_001883.t1	0.0351	cremanei_vs_clatens
GCK72_005807.t1	0.1333	cremanei_vs_clatens
GCK72_006820.t1	0.2041	cremanei_vs_clatens
GCK72_001740.t1	0.1787	cremanei_vs_clatens
GCK72_014636.t1	0.1333	cremanei_vs_clatens
GCK72_010029.t1	0.22	cremanei_vs_clatens
GCK72_010127.t1	0.1187	cremanei_vs_clatens
GCK72_009552.t1	0.1465	cremanei_vs_clatens
GCK72_010125.t1	0.1283	cremanei_vs_clatens
GCK72_001439.t1	0.1315	cremanei_vs_clatens
GCK72_010117.t1	0.1252	cremanei_vs_clatens
GCK72_002234.t1	0.1218	cremanei_vs_clatens
GCK72_005122.t1	0.2061	cremanei_vs_clatens
GCK72_023885.t1	0.1993	cremanei_vs_clatens
GCK72_017763.t1	0.1737	cremanei_vs_clatens
GCK72_016055.t1	0.1247	cremanei_vs_clatens
GCK72_006628.t1	0.1233	cremanei_vs_clatens
GCK72_021950.t1	0.0968	cremanei_vs_clatens
GCK72_017751.t1	0.1435	cremanei_vs_clatens
GCK72_024445.t1	0.1032	cremanei_vs_clatens
GCK72_017786.t1	0.0986	cremanei_vs_clatens
GCK72_014530.t1	0.2029	cremanei_vs_clatens
GCK72_000866.t1	0.0171	cremanei_vs_clatens
GCK72_009497.t1	0.1679	cremanei_vs_clatens
GCK72_003541.t1	0.1597	cremanei_vs_clatens
GCK72_011627.t1	0.0724	cremanei_vs_clatens
GCK72_003727.t1	0.0979	cremanei_vs_clatens
GCK72_016568.t1	1e-04	cremanei_vs_clatens
GCK72_017670.t1	0.1015	cremanei_vs_clatens
GCK72_022011.t1	0.1833	cremanei_vs_clatens
GCK72_005033.t1	0.1384	cremanei_vs_clatens
GCK72_001719.t1	0.0975	cremanei_vs_clatens
GCK72_021922.t1	0.1975	cremanei_vs_clatens
GCK72_008296.t1	0.1164	cremanei_vs_clatens
GCK72_006365.t1	0.0973	cremanei_vs_clatens
GCK72_022185.t1	0.1575	cremanei_vs_clatens
GCK72_025770.t1	0.2174	cremanei_vs_clatens
GCK72_000869.t1	0.1289	cremanei_vs_clatens
GCK72_006296.t1	0.1684	cremanei_vs_clatens
GCK72_002181.t1	0.0168	cremanei_vs_clatens
GCK72_015848.t1	0.2475	cremanei_vs_clatens
GCK72_010964.t1	0.1092	cremanei_vs_clatens
GCK72_005271.t1	0.152	cremanei_vs_clatens
GCK72_006350.t1	0.1396	cremanei_vs_clatens
GCK72_016526.t1	0.2219	cremanei_vs_clatens
GCK72_003483.t1	0.1195	cremanei_vs_clatens
GCK72_005159.t1	0.127	cremanei_vs_clatens
GCK72_009619.t1	0.0299	cremanei_vs_clatens
GCK72_024461.t1	0.1436	cremanei_vs_clatens
GCK72_002811.t1	0.0625	cremanei_vs_clatens
GCK72_006107.t1	0.0744	cremanei_vs_clatens
GCK72_006395.t1	0.1019	cremanei_vs_clatens
GCK72_019084.t1	0.1049	cremanei_vs_clatens
GCK72_011786.t1	0.1057	cremanei_vs_clatens
GCK72_000862.t1	0.0676	cremanei_vs_clatens
GCK72_024324.t1	0.2035	cremanei_vs_clatens
GCK72_008868.t1	0.0542	cremanei_vs_clatens
GCK72_019390.t1	0.0951	cremanei_vs_clatens
GCK72_006643.t1	0.0205	cremanei_vs_clatens
GCK72_002754.t1	0.1452	cremanei_vs_clatens
GCK72_001684.t1	0.0904	cremanei_vs_clatens
GCK72_025813.t1	0.0833	cremanei_vs_clatens
GCK72_009974.t1	0.0985	cremanei_vs_clatens
GCK72_008448.t1	0.2393	cremanei_vs_clatens
GCK72_010602.t1	0.1387	cremanei_vs_clatens
GCK72_023381.t1	0.1316	cremanei_vs_clatens
GCK72_009324.t1	0.1457	cremanei_vs_clatens
GCK72_005126.t1	0.1254	cremanei_vs_clatens
GCK72_011904.t1	0.1202	cremanei_vs_clatens
GCK72_005338.t1	0.0869	cremanei_vs_clatens
GCK72_009218.t1	0.132	cremanei_vs_clatens
GCK72_008616.t1	0.1598	cremanei_vs_clatens
GCK72_007081.t1	0.356	cremanei_vs_clatens
GCK72_016433.t1	0.1422	cremanei_vs_clatens
GCK72_005248.t1	0.0584	cremanei_vs_clatens
GCK72_011977.t1	0.2111	cremanei_vs_clatens
GCK72_014144.t1	0.0592	cremanei_vs_clatens
GCK72_024829.t1	0.1648	cremanei_vs_clatens
GCK72_025596.t1	0.1474	cremanei_vs_clatens
GCK72_011268.t1	0.2242	cremanei_vs_clatens
GCK72_023850.t1	0.1827	cremanei_vs_clatens
GCK72_000901.t1	0.0773	cremanei_vs_clatens
GCK72_005652.t1	0.1224	cremanei_vs_clatens
GCK72_016165.t1	0.3029	cremanei_vs_clatens
GCK72_010408.t1	0.123	cremanei_vs_clatens
GCK72_018622.t1	0.1115	cremanei_vs_clatens
GCK72_024880.t1	0.1145	cremanei_vs_clatens
GCK72_019329.t1	0.1131	cremanei_vs_clatens
GCK72_001495.t1	0.1703	cremanei_vs_clatens
GCK72_011637.t1	0.0695	cremanei_vs_clatens
GCK72_023702.t1	0.2035	cremanei_vs_clatens
GCK72_009537.t1	0.133	cremanei_vs_clatens
GCK72_009189.t1	0.1684	cremanei_vs_clatens
GCK72_004919.t1	0.0241	cremanei_vs_clatens
GCK72_000435.t1	0.1126	cremanei_vs_clatens
GCK72_006425.t1	0.0439	cremanei_vs_clatens
GCK72_003535.t1	0.1332	cremanei_vs_clatens
GCK72_009622.t1	0.1183	cremanei_vs_clatens
GCK72_001435.t1	0.1011	cremanei_vs_clatens
GCK72_001174.t1	0.1384	cremanei_vs_clatens
GCK72_023742.t1	0.174	cremanei_vs_clatens
GCK72_017969.t1	0.019	cremanei_vs_clatens
GCK72_019165.t1	0.1635	cremanei_vs_clatens
GCK72_016198.t1	0.2343	cremanei_vs_clatens
GCK72_010706.t1	0.0906	cremanei_vs_clatens
GCK72_005101.t1	0.1123	cremanei_vs_clatens
